,Kingdom,Phylum,Class,Order,Family,Genus
ASV5951,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV5952,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010
ASV5953,Bacteria,Tenericutes,Mollicutes,Mollicutes_RF39,NA,NA
ASV5954,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV5955,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5956,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus_2
ASV5957,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus_2
ASV5958,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA
ASV5959,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
ASV5960,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV5961,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor
ASV5962,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA
ASV5963,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-010
ASV5964,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV5965,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV5966,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV5967,Bacteria,Tenericutes,Mollicutes,Mollicutes_RF39,NA,NA
ASV5968,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA
ASV5969,Bacteria,NA,NA,NA,NA,NA
ASV5970,Bacteria,NA,NA,NA,NA,NA
ASV5971,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV5972,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV5973,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV5974,Bacteria,NA,NA,NA,NA,NA
ASV5975,Eukaryota,NA,NA,NA,NA,NA
ASV5976,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_NK4A214_group
ASV5977,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,NA
ASV5978,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV5979,Bacteria,NA,NA,NA,NA,NA
ASV5980,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
ASV5981,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010
ASV5982,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
ASV5983,Bacteria,NA,NA,NA,NA,NA
ASV5984,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group
ASV5985,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
ASV5986,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV5987,Bacteria,Firmicutes,NA,NA,NA,NA
ASV5988,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA
ASV5989,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
ASV5990,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV5991,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV5992,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5993,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV5994,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava
ASV5995,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV5996,Bacteria,NA,NA,NA,NA,NA
ASV5997,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
ASV5998,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA
ASV5999,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6000,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
ASV6001,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV6002,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter
ASV6003,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
ASV6004,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV6005,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6006,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium
ASV6007,Eukaryota,NA,NA,NA,NA,NA
ASV6008,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV6009,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV6010,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV6011,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV6012,Bacteria,NA,NA,NA,NA,NA
ASV6013,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,NA
ASV6014,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6015,Bacteria,NA,NA,NA,NA,NA
ASV6016,Bacteria,NA,NA,NA,NA,NA
ASV6017,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
ASV6018,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
ASV6019,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA
ASV6020,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6021,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV6022,Bacteria,NA,NA,NA,NA,NA
ASV6023,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas
ASV6024,Bacteria,NA,NA,NA,NA,NA
ASV6025,Bacteria,Firmicutes,NA,NA,NA,NA
ASV6026,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6027,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
ASV6028,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV6029,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
ASV6030,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
ASV6031,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6032,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV6033,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6034,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6035,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group
ASV6036,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV6037,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV6038,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA
ASV6039,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010
ASV6040,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,NA
ASV6041,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV6042,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA
ASV6043,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6044,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010
ASV6045,Bacteria,NA,NA,NA,NA,NA
ASV6046,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
ASV6047,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6048,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV6049,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV6050,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Asteroleplasma
ASV6051,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia
ASV6052,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6053,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6054,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,NA
ASV6055,Bacteria,NA,NA,NA,NA,NA
ASV6056,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila
ASV6057,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV6058,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter
ASV6059,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV6060,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium
ASV6061,Eukaryota,NA,NA,NA,NA,NA
ASV6062,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV6063,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-008
ASV6064,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Parasutterella
ASV6065,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013
ASV6066,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV6067,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
ASV6068,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6069,Bacteria,NA,NA,NA,NA,NA
ASV6070,Bacteria,Firmicutes,NA,NA,NA,NA
ASV6071,Bacteria,NA,NA,NA,NA,NA
ASV6072,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus
ASV6073,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV6074,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
ASV6075,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
ASV6076,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6077,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium
ASV6078,NA,NA,NA,NA,NA,NA
ASV6079,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6080,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
ASV6081,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
ASV6082,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV6083,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV6084,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV6085,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6086,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XI,Gemella
ASV6087,NA,NA,NA,NA,NA,NA
ASV6088,Eukaryota,NA,NA,NA,NA,NA
ASV6089,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV6090,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens
ASV6091,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV6092,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA
ASV6093,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV6094,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV6095,Bacteria,Firmicutes,NA,NA,NA,NA
ASV6096,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
ASV6097,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Necropsobacter
ASV6098,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-004
ASV6099,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,NA
ASV6100,Bacteria,Firmicutes,NA,NA,NA,NA
ASV6101,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
ASV6102,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
ASV6103,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,NA
ASV6104,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6105,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NA
ASV6106,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6107,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter
ASV6108,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium
ASV6109,NA,NA,NA,NA,NA,NA
ASV6110,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella
ASV6111,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV6112,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010
ASV6113,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella
ASV6114,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera
ASV6115,Bacteria,NA,NA,NA,NA,NA
ASV6116,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV6117,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV6118,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV6119,Bacteria,NA,NA,NA,NA,NA
ASV6120,Bacteria,NA,NA,NA,NA,NA
ASV6121,Bacteria,NA,NA,NA,NA,NA
ASV6122,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Howardella
ASV6123,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
ASV6124,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV6125,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV6126,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
ASV6127,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,NA
ASV6128,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6129,Bacteria,NA,NA,NA,NA,NA
ASV6130,Bacteria,NA,NA,NA,NA,NA
ASV6131,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV6132,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6133,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV6134,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
ASV6135,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV6136,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,NA
ASV6137,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6138,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus
ASV6139,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV6140,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV6141,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum
ASV6142,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella
ASV6143,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Asteroleplasma
ASV6144,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania
ASV6145,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA
ASV6146,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella
ASV6147,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV6148,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
ASV6149,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV6150,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,vadinBE97,NA
ASV6151,Bacteria,NA,NA,NA,NA,NA
ASV6152,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Solimonas
ASV6153,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
ASV6154,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinimonadaceae,Chitinimonas
ASV6155,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,NA
ASV6156,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
ASV6157,Bacteria,NA,NA,NA,NA,NA
ASV6158,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
ASV6159,Bacteria,NA,NA,NA,NA,NA
ASV6160,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV6161,Bacteria,NA,NA,NA,NA,NA
ASV6162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
ASV6163,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
ASV6164,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea
ASV6165,Bacteria,NA,NA,NA,NA,NA
ASV6166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV6167,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
ASV6168,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014
ASV6169,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,Defluviitaleaceae_UCG-011
ASV6170,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV6171,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA
ASV6172,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6173,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella
ASV6174,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA
ASV6175,Bacteria,NA,NA,NA,NA,NA
ASV6176,Bacteria,NA,NA,NA,NA,NA
ASV6177,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV6178,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
ASV6179,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium
ASV6180,Bacteria,NA,NA,NA,NA,NA
ASV6181,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV6182,Bacteria,NA,NA,NA,NA,NA
ASV6183,Bacteria,NA,NA,NA,NA,NA
ASV6184,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter
ASV6185,Bacteria,NA,NA,NA,NA,NA
ASV6186,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium
ASV6187,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a
ASV6188,Bacteria,NA,NA,NA,NA,NA
ASV6189,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV6190,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,NA,NA
ASV6191,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella
ASV6192,Eukaryota,NA,NA,NA,NA,NA
ASV6193,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9
ASV6194,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV6195,Bacteria,NA,NA,NA,NA,NA
ASV6196,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,NA
ASV6197,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
ASV6198,Bacteria,NA,NA,NA,NA,NA
ASV6199,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
ASV6200,Bacteria,NA,NA,NA,NA,NA
ASV6201,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV6202,Bacteria,NA,NA,NA,NA,NA
ASV6203,Bacteria,NA,NA,NA,NA,NA
ASV6204,Bacteria,NA,NA,NA,NA,NA
ASV6205,NA,NA,NA,NA,NA,NA
ASV6206,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV6207,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV6208,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
ASV6209,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Negativicoccus
ASV6210,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
ASV6211,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_ND3007_group
ASV6212,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella
ASV6213,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella
ASV6214,Bacteria,Firmicutes,NA,NA,NA,NA
ASV6215,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria
ASV6216,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Vogesella
ASV6217,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6218,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010
ASV6219,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV6220,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas
ASV6221,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
ASV6222,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila
ASV6223,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV6224,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella
ASV6225,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia
ASV6226,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA
ASV6227,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
ASV6228,Bacteria,NA,NA,NA,NA,NA
ASV6229,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,NA
ASV6230,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistes
ASV6231,Bacteria,Firmicutes,NA,NA,NA,NA
ASV6232,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,NA
ASV6233,Bacteria,NA,NA,NA,NA,NA
ASV6234,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV6235,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV6236,Eukaryota,NA,NA,NA,NA,NA
ASV6237,Bacteria,NA,NA,NA,NA,NA
ASV6238,Bacteria,Tenericutes,Mollicutes,Mollicutes_RF39,NA,NA
ASV6239,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a
ASV6240,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV6241,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV6242,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV6243,Bacteria,NA,NA,NA,NA,NA
ASV6244,Bacteria,NA,NA,NA,NA,NA
ASV6245,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionimicrobium
ASV6246,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera
ASV6247,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus
ASV6248,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus
ASV6249,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV6250,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV6251,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria
